,CumBOE,CumGas,CumOil,DrillType,Field,First6BOE,FirstProdDate,GrossPerforatedInterval,HorizontalLength,LowerPerforation,OperatorAlias,Range,TargetFormation,TotalDepth,Township,TreatmentJobCount,UpperPerforation,VerticalDepth,WellName,WellNumber,gel,sandmass,slick,xlinkgel
5123368570000,94015.0,195687.0,61401.0,H,WATTENBERG,55740.0,2013-09-01,3301.0,3932.77,11141.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,CODELL,11402.0,03N,1.0,7840.0,7235.91,STATE,1G-16H,0.0,2438176.9404963963,1.0,1.0
5123368620000,279790.0,943888.0,122475.0,H,WATTENBERG,50742.0,2013-09-01,5504.0,7699.72,13172.0,ANADARKO,65W,NIOBRARA,14604.0,02N,1.0,7668.0,7112.55,THOMSEN,35N-18HZ,0.0,3143571.3340866035,1.0,0.0
5123368640000,69685.0,81798.0,56052.0,H,DJ HORIZONTAL NIOBRARA,23812.0,2013-06-01,4190.0,4491.23,10835.0,VERDAD RESOURCES LLC,60W,NIOBRARA,10835.0,09N,2.0,6645.0,6424.0,NELSON,5-17-9-60,0.0,2448605.3572800215,1.0,1.0
5123368650000,71071.0,105617.0,53468.0,H,DJ HORIZONTAL NIOBRARA,19217.0,2013-06-01,4089.0,4298.94,10715.0,VERDAD RESOURCES LLC,60W,NIOBRARA,10715.0,09N,2.0,6626.0,6452.0,NELSON,3-17-9-60,0.0,2520481.4118887344,1.0,1.0
5123368660000,402.0,635.0,296.0,H,WATTENBERG,401.0,2013-09-01,6705.0,7731.32,14526.0,ANADARKO,65W,CODELL,14675.0,02N,1.0,7821.0,7370.37,THOMSEN,34C-18HZ,0.0,3630626.8864987167,1.0,0.0
5123368670000,303123.0,992201.0,137756.0,H,WATTENBERG,43693.0,2013-09-01,6929.0,7693.31,14444.0,ANADARKO,65W,NIOBRARA,14444.0,02N,1.0,7515.0,7138.54,THOMSEN,13N-18HZ,0.0,3606993.8955455516,1.0,1.0
5123368680000,62762.0,82823.0,48958.0,H,DJ HORIZONTAL NIOBRARA,21216.0,2013-06-01,3831.0,4526.94,10770.0,VERDAD RESOURCES LLC,60W,NIOBRARA,10910.0,09N,2.0,6939.0,6446.0,NELSON,2-17-9-60,0.0,2950222.897541359,1.0,1.0
5123368690000,67733.0,84034.0,53727.0,H,DJ HORIZONTAL NIOBRARA,27173.0,2013-06-01,4313.0,4354.15,10754.0,VERDAD RESOURCES LLC,60W,NIOBRARA,10754.0,09N,1.0,6441.0,6452.0,NELSON,4-17-9-60,0.0,2469453.446230077,1.0,1.0
5123368700000,251217.0,772482.0,122470.0,H,WATTENBERG,50638.0,2013-09-01,6639.0,7727.33,14453.0,ANADARKO,65W,FORT HAYS,14786.0,02N,1.0,7814.0,7360.14,THOMSEN,36C-18HZ,0.0,3805518.550328775,1.0,0.0
5123368710000,224708.0,565244.0,130501.0,H,WATTENBERG,37702.0,2013-09-01,5651.0,7730.78,13498.0,ANADARKO,65W,CODELL,14763.0,02N,1.0,7847.0,7374.04,THOMSEN,13C-18HZ,0.0,3181230.8692847765,1.0,0.0
5123368730000,321475.0,1037790.0,148510.0,H,WATTENBERG,56985.0,2013-09-01,6863.0,7722.97,14536.0,ANADARKO,65W,NIOBRARA,14672.0,02N,1.0,7673.0,7224.2,THOMSEN,14N-18HZ,0.0,3752670.087349273,1.0,0.0
5123368750000,69975.0,111708.0,51357.0,H,WATTENBERG,32931.0,2013-07-01,3841.0,4495.45,10746.0,BONANZA CREEK ENERGY,62W,NIOBRARA,10844.0,05N,1.0,6905.0,6281.0,STATE ANTELOPE,J-F-28HNB,0.0,3470641.508658563,1.0,1.0
5123368790000,228727.0,397899.0,162411.0,H,WATTENBERG,75583.0,2013-08-01,,9781.78,,BONANZA CREEK ENERGY,62W,NIOBRARA,16153.0,05N,1.0,,6244.0,STATE ANTELOPE,T-28-21XRLNB,0.0,6940740.570516486,1.0,1.0
5123368800000,111577.0,246629.0,70472.0,H,WATTENBERG,48255.0,2013-11-01,4603.0,5631.82,11816.0,NOBLE ENERGY,62W,NIOBRARA,11895.0,06N,1.0,7213.0,6685.36,WELLS RANCH USX AA,13-65HN,0.0,3935745.400200086,1.0,1.0
5123368820000,91022.0,180714.0,60903.0,H,WATTENBERG,28526.0,2013-09-01,3778.0,4910.93,11028.0,NOBLE ENERGY,63W,NIOBRARA,11126.0,06N,1.0,7250.0,6680.0,WELLS RANCH USX,AA23-64-1HN,0.0,3259673.11239821,1.0,1.0
5123368860000,242067.0,684065.0,128056.0,H,WATTENBERG,43926.0,2014-01-01,3991.0,4183.87,11764.0,ANADARKO,66W,NIOBRARA,11764.0,03N,1.0,7773.0,7256.95,USA FED,"=""02N-36HZ""",0.0,2970218.2352173785,1.0,1.0
5123368870000,201439.0,664819.0,90636.0,H,WATTENBERG,45934.0,2014-01-01,4022.0,4190.06,12000.0,ANADARKO,66W,CODELL-FORT HAYS,12000.0,03N,1.0,7978.0,7398.81,USA FED,"=""02C-36HZ""",0.0,1971750.0445415503,1.0,1.0
5123368880000,294697.0,863297.0,150814.0,H,WATTENBERG,58805.0,2014-01-01,4126.0,4108.39,11765.0,ANADARKO,66W,NIOBRARA,11765.0,03N,1.0,7639.0,7180.32,USA FED,27N WEST-36HZ,0.0,3191596.4443682386,1.0,1.0
5123368890000,167508.0,462901.0,90358.0,H,WATTENBERG,52191.0,2015-03-01,6227.0,6691.65,13763.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,NIOBRARA,13990.0,03N,1.0,7536.0,7113.0,BILLINGS,3E-18H L368,1.0,6770095.804309867,1.0,0.0
5123368900000,118856.0,296847.0,69382.0,H,WATTENBERG,37639.0,2015-03-01,6440.0,6677.38,14101.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,CODELL,14175.0,03N,1.0,7661.0,7306.0,BILLINGS,3D-18H L368,1.0,3693766.2532804175,1.0,0.0
5123368910000,76902.0,189219.0,45365.0,H,WATTENBERG,27654.0,2015-03-01,6490.0,6723.03,14103.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,CARLILE-CODELL-FORT HAYS-NIOBRARA,14170.0,03N,1.0,7613.0,7309.0,BILLINGS,3F-18H L368,1.0,3543466.986879638,1.0,0.0
5123368920000,99504.0,261591.0,55906.0,H,WATTENBERG,30121.0,2015-03-01,6312.0,6835.72,14087.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,CODELL-FORT HAYS,14140.0,03N,1.0,7775.0,7289.0,BILLINGS,3H-18H L368,1.0,3329095.5030980287,1.0,0.0
5123368930000,134865.0,381246.0,71324.0,H,WATTENBERG,39203.0,2015-03-01,6465.0,6771.06,14002.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,NIOBRARA,14025.0,03N,1.0,7537.0,7128.0,BILLINGS,3G-18H L368,1.0,6793977.455775764,1.0,0.0
5123368960000,221647.0,633758.0,116021.0,H,WATTENBERG,54140.0,2014-01-01,4079.0,3990.53,11808.0,ANADARKO,66W,NIOBRARA,11808.0,03N,1.0,7729.0,7291.52,USA FED,"=""04N-36HZ""",0.0,3112149.5014588623,1.0,1.0
5123368970000,145530.0,501598.0,61930.0,H,WATTENBERG,45754.0,2013-08-01,,4600.36,,HIGHPOINT OPERATING CORPORATION,63W,CODELL-NIOBRARA,11131.0,05N,1.0,,6505.0,CVR,5-63-32-3225CDH,0.0,3253978.7799307713,1.0,1.0
5123368980000,155953.0,575296.0,60070.0,H,WATTENBERG,41428.0,2013-08-01,4083.0,4646.82,10979.0,HIGHPOINT OPERATING CORPORATION,63W,NIOBRARA,11121.0,05N,1.0,6896.0,6420.0,CVR,5-63-32-3225CH,0.0,2824412.6200555926,1.0,1.0
5123369010000,123393.0,433608.0,51125.0,H,WATTENBERG,29111.0,2014-01-01,3927.0,5027.8,9361.0,ANADARKO,67W,SUSSEX,9559.66,01N,2.0,5434.0,4845.69,UNDERHILL,15S-8HZ,0.0,1330126.1629306038,1.0,1.0
5123369020000,226949.0,841516.0,86696.0,H,WATTENBERG,60265.0,2013-12-01,4173.0,3920.88,12362.0,ANADARKO,67W,CODELL,12362.0,01N,1.0,8189.0,7784.64,UNDERHILL,27C-17HZ,0.0,2100290.8103743144,1.0,1.0
5123369050000,256420.0,876008.0,110419.0,H,WATTENBERG,60482.0,2013-12-01,3824.0,4219.96,12149.0,ANADARKO,67W,CODELL,12149.0,01N,1.0,8325.0,7784.0,UNDERHILL STATE,26C-17HZ,0.0,1910017.0968522516,1.0,1.0
5123369080000,197234.0,895261.0,48024.0,H,WATTENBERG,30993.0,2014-12-01,4680.0,5197.88,12322.0,ANADARKO,66W,NIOBRARA,12322.0,03N,1.0,7642.0,7207.0,MORNING FRESH,28N-15HZ,0.0,3505898.680374797,1.0,0.0
5123369090000,238824.0,1082492.0,58409.0,H,WATTENBERG,37640.0,2014-12-01,4711.0,5238.85,12318.0,ANADARKO,66W,NIOBRARA,12318.0,03N,1.0,7607.0,7204.0,MORNING FRESH,3N-15HZ,1.0,3532768.012237143,1.0,0.0
5123369100000,194283.0,876564.0,48189.0,H,WATTENBERG,22930.0,2014-12-01,4693.0,5187.73,12416.0,ANADARKO,66W,CODELL-FORT HAYS-NIOBRARA,12416.0,03N,1.0,7723.0,7354.0,MORNING FRESH,29C-15HZ,0.0,2140779.006087142,1.0,0.0
5123369110000,192007.0,762374.0,64945.0,H,WATTENBERG,30013.0,2014-12-01,4628.0,4720.05,12241.0,ANADARKO,66W,NIOBRARA,12241.0,03N,1.0,7613.0,7194.0,MORNING FRESH,14N-22HZ,1.0,3443085.607743523,1.0,0.0
5123369150000,141755.0,469530.0,63500.0,H,WATTENBERG,46418.0,2013-12-01,4037.0,3970.62,12201.0,ANADARKO,67W,NIOBRARA,12201.0,01N,1.0,8164.0,7493.99,UNDERHILL,27N-17HZ,0.0,2021847.2351020062,1.0,1.0
5123369160000,127885.0,428298.0,56502.0,H,WATTENBERG,40617.0,2013-12-01,3729.0,4038.41,11903.0,ANADARKO,67W,NIOBRARA,12120.0,01N,1.0,8174.0,7569.97,UNDERHILL,28N-17HZ,0.0,1920484.5148838111,1.0,0.0
5123369170000,267760.0,962565.0,107333.0,H,WATTENBERG,71809.0,2013-12-01,3941.0,3938.72,12188.0,ANADARKO,67W,CODELL,12395.0,01N,1.0,8247.0,7807.03,UNDERHILL,2C-17HZ,0.0,2136494.5234269775,1.0,1.0
5123369180000,134124.0,288665.0,86013.0,H,WATTENBERG,42917.0,2013-08-01,,4325.03,,BONANZA CREEK ENERGY,63W,NIOBRARA,11119.0,05N,1.0,,6344.0,NORTH PLATTE,T-P-13HNB,0.0,3482523.105115898,1.0,1.0
5123369190000,223045.0,689349.0,108154.0,H,WATTENBERG,63002.0,2013-11-01,3315.0,4030.26,11642.0,ANADARKO,67W,CODELL,11790.0,01N,1.0,8327.0,7833.11,RALPH,36C-19HZ,0.0,1835106.1470908178,1.0,0.0
5123369200000,186306.0,417138.0,116783.0,H,WATTENBERG,64177.0,2013-11-01,4007.0,4448.07,12203.0,ANADARKO,67W,CODELL,12353.0,01N,1.0,8196.0,7832.8,RALPH,35C-19HZ,0.0,2139826.992337096,1.0,1.0
5123369230000,247684.0,649188.0,139486.0,H,WATTENBERG,66026.0,2013-11-01,3036.0,4632.11,12396.0,ANADARKO,67W,CODELL,12396.0,01N,1.0,9360.0,7867.08,RALPH,34C-19HZ,0.0,1638373.0565980312,1.0,1.0
5123369250000,134237.0,478302.0,54520.0,H,WATTENBERG,41942.0,2013-10-01,3988.0,4528.61,12123.0,ANADARKO,67W,NIOBRARA,12123.0,01N,2.0,8135.0,7596.78,RALPH,14N-19HZ,0.0,1825804.267792863,1.0,1.0
5123369280000,237153.0,694840.0,121346.0,H,WATTENBERG,54595.0,2014-04-01,4041.0,4492.91,12017.0,ANADARKO,67W,NIOBRARA,12017.0,01N,1.0,7976.0,7489.54,HOWARD,27N-28HZ,0.0,3069385.4941384974,1.0,1.0
5123369310000,291083.0,925827.0,136778.0,H,WATTENBERG,64076.0,2014-04-01,4802.0,5077.03,12958.0,ANADARKO,67W,CODELL,12958.0,01N,1.0,8156.0,7720.0,HOWARD,27C-33HZ,0.0,2290172.848174099,1.0,1.0
5123369320000,244782.0,855040.0,102275.0,H,WATTENBERG,58063.0,2014-04-01,4794.0,5290.51,13042.0,ANADARKO,67W,CODELL,13042.0,01N,1.0,8248.0,7727.0,HOWARD,28C-33HZR,0.0,2305442.5150972838,1.0,1.0
5123369330000,277309.0,961891.0,116994.0,H,WATTENBERG,54373.0,2014-04-01,3508.0,4546.47,11627.0,ANADARKO,67W,CODELL,12330.0,01N,1.0,8119.0,7709.0,HOWARD,1C-28HZ,0.0,1649924.0958569446,1.0,1.0
5123369340000,196974.0,577465.0,100730.0,H,WATTENBERG,47774.0,2014-04-01,3280.0,4652.01,11325.0,ANADARKO,67W,NIOBRARA,12071.0,01N,1.0,8045.0,7496.72,HOWARD,26N-28HZ,0.0,2506317.649384843,1.0,1.0
5123369350000,244350.0,897931.0,94694.0,H,WATTENBERG,57812.0,2015-03-01,5638.0,4827.01,13470.0,ANADARKO,66W,NIOBRARA,13470.0,03N,1.0,7832.0,7222.0,MILLER,3N-24HZ,0.0,4138469.158750441,1.0,1.0
5123369360000,215008.0,814606.0,79241.0,H,WATTENBERG,53717.0,2015-03-01,5435.0,4863.56,13355.0,ANADARKO,66W,NIOBRARA,13355.0,03N,1.0,7920.0,7305.0,MILLER,28N-24HZ,0.0,4118487.4776449767,1.0,1.0
5123369370000,136731.0,259748.0,93440.0,H,WATTENBERG,44606.0,2013-08-01,3878.0,4133.05,10759.0,BONANZA CREEK ENERGY,63W,NIOBRARA,10868.0,05N,2.0,6881.0,6311.0,NORTH PLATTE,U-Y-34HNB,0.0,3417498.693745643,0.0,1.0
5123369380000,209452.0,872497.0,64036.0,H,WATTENBERG,49525.0,2015-03-01,5777.0,4842.09,13637.0,ANADARKO,66W,CODELL-FORT HAYS,13637.0,03N,1.0,7860.0,7427.0,MILLER,28C-24HZ,0.0,2773705.5354419965,1.0,0.0
5123369450000,82462.0,120191.0,62430.0,H,WATTENBERG,28620.0,2015-02-01,,4563.47,,PDC ENERGY,66W,CODELL,11979.0,07N,1.0,,7495.0,THORNTON,15E-432,0.0,3413064.1961764907,1.0,1.0
5123369490000,44867.0,47518.0,36947.0,H,DJ HORIZONTAL NIOBRARA,31039.0,2017-06-01,7091.0,7276.63,13432.0,WHITING O&G,58W,NIOBRARA,13504.0,N,1.0,6341.0,5878.0,RAZOR,12G-0112B,0.0,5536466.128231344,1.0,0.0
5123369510000,186215.0,179551.0,156290.0,H,DJ HORIZONTAL NIOBRARA,70589.0,2013-07-01,3579.0,4442.53,9894.0,NOBLE ENERGY,58W,NIOBRARA,9978.0,09N,2.0,6315.0,5797.0,SHABLE LD,21-68HN,0.0,2461473.266217414,1.0,1.0
5123369530000,118721.0,228661.0,80611.0,H,WATTENBERG,44229.0,2013-09-01,,4527.48,,PDC ENERGY,64W,CODELL,11424.0,02N,1.0,,7054.0,WASTE MANAGEMENT,2L-441,0.0,3086035.760799538,1.0,1.0
5123369540000,92523.0,152685.0,67075.0,H,DJ HORIZONTAL NIOBRARA,44684.0,2013-09-01,3667.0,4539.64,11293.0,PDC ENERGY,64W,CODELL,11432.0,02N,2.0,7626.0,7064.0,WASTE MANAGEMENT,2i-401,0.0,3009467.678848895,1.0,1.0
5123369550000,69952.0,154874.0,44140.0,H,WATTENBERG,41340.0,2013-09-01,3842.0,4523.27,11210.0,PDC ENERGY,64W,NIOBRARA,11210.0,02N,1.0,7368.0,6817.0,WASTE MANAGEMENT,2i-221,0.0,3125589.235354905,1.0,1.0
5123369560000,110247.0,257421.0,67344.0,H,WATTENBERG,45844.0,2013-09-01,,4548.58,,PDC ENERGY,64W,NIOBRARA,11241.0,02N,1.0,,6804.0,WASTE MANAGEMENT,2L-201,0.0,3120524.090680127,1.0,1.0
5123369570000,118596.0,272248.0,73221.0,H,WATTENBERG,45854.0,2013-10-01,,4537.79,,PDC ENERGY,64W,NIOBRARA,11428.0,02N,1.0,,7039.0,WASTE MANAGEMENT,2L-421,0.0,3108321.8039250867,1.0,1.0
5123369580000,128164.0,304481.0,77417.0,H,WATTENBERG,45633.0,2013-10-01,,4563.85,,PDC ENERGY,64W,CODELL,11352.0,02N,1.0,,6901.0,WASTE MANAGEMENT,2L-301,0.0,3126242.405160521,1.0,1.0
5123369600000,151625.0,393636.0,86019.0,H,WATTENBERG,64306.0,2013-10-01,,4532.44,,PDC ENERGY,64W,CODELL,11328.0,02N,1.0,,6901.0,WASTE MANAGEMENT,2Q-341,0.0,3099922.4360507466,1.0,1.0
5123369610000,128902.0,300705.0,78785.0,H,WATTENBERG,46012.0,2013-11-01,,4552.49,,PDC ENERGY,64W,CODELL,11391.0,02N,1.0,,6977.0,WASTE MANAGEMENT,2T-401,0.0,3097813.75008719,1.0,1.0
5123369620000,127395.0,302797.0,76929.0,H,WATTENBERG,51387.0,2013-11-01,,4555.98,,PDC ENERGY,64W,NIOBRARA,11300.0,02N,1.0,,6839.0,WASTE MANAGEMENT,2T-301,0.0,3062726.0273289,1.0,1.0
5123369630000,129581.0,328894.0,74765.0,H,WATTENBERG,48171.0,2013-11-01,,4689.29,,PDC ENERGY,64W,CODELL,11295.0,02N,1.0,,6745.0,WASTE MANAGEMENT,2Q-201,0.0,3141394.148029643,1.0,1.0
5123369640000,108239.0,278157.0,61880.0,H,WATTENBERG,44174.0,2013-11-01,,4552.86,,PDC ENERGY,64W,NIOBRARA,11183.0,02N,1.0,,6728.0,WASTE MANAGEMENT,2T-221,0.0,3103348.140793584,1.0,1.0
5123369650000,145121.0,265239.0,100914.0,H,WATTENBERG,51986.0,2013-11-01,,4573.38,,PDC ENERGY,64W,CODELL,11412.0,02N,1.0,,6977.0,WASTE MANAGEMENT,2Y-441,0.0,3852906.1333079515,1.0,1.0
5123369660000,126385.0,283020.0,79215.0,H,WATTENBERG,51197.0,2013-11-01,,4624.11,,PDC ENERGY,64W,NIOBRARA,11344.0,02N,1.0,,6850.0,WASTE MANAGEMENT,2Q-321,0.0,3043241.622464506,1.0,1.0
5123369670000,125550.0,345899.0,67900.0,H,WATTENBERG,48446.0,2013-11-01,,4577.99,,PDC ENERGY,64W,CODELL,11205.0,02N,1.0,,6738.0,WASTE MANAGEMENT,2T-241,0.0,2953845.824423914,1.0,1.0
5123369720000,130361.0,136738.0,107571.0,H,DJ HORIZONTAL NIOBRARA,42020.0,2013-07-01,3623.0,4229.8,10225.0,NOBLE ENERGY,59W,NIOBRARA,10307.0,08N,1.0,6602.0,6082.0,MCCLELLAN,LG09-72HN,0.0,3005674.357136996,1.0,1.0
5123369740000,204823.0,493695.0,122540.0,H,WATTENBERG,51376.0,2013-10-01,3969.0,4257.69,11888.0,CRESTONE PEAK RESOURCES OPERATING LLC,66W,CODELL,12151.0,01N,1.0,7919.0,7611.0,MATHEWS,4B-14H,0.0,2010532.8969599954,0.0,1.0
5123369760000,133677.0,321194.0,80145.0,H,WATTENBERG,41747.0,2013-10-01,3981.0,4360.14,11710.0,CRESTONE PEAK RESOURCES OPERATING LLC,66W,NIOBRARA,11975.0,01N,1.0,7729.0,7431.33,MATHEWS,4C-14H,0.0,1519124.5105318492,1.0,0.0
5123369790000,98419.0,186041.0,67412.0,H,WATTENBERG,26492.0,2013-08-01,3720.0,4754.68,10903.0,NOBLE ENERGY,62W,NIOBRARA,10983.0,06N,2.0,7183.0,6722.0,WELLS RANCH AE,"=""05-68-1HN""",0.0,3265407.728925026,1.0,1.0
5123369800000,78379.0,126016.0,57376.0,H,WATTENBERG,21904.0,2013-08-01,3834.0,4914.37,11116.0,NOBLE ENERGY,62W,NIOBRARA,11211.0,06N,1.0,7282.0,6712.0,WELLS RANCH AE,"=""05-69-1HN""",0.0,3107257.971559894,1.0,1.0
5123369820000,132562.0,321455.0,78986.0,H,WATTENBERG,38960.0,2015-03-01,6407.0,6698.29,14034.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,CODELL-FORT HAYS-NIOBRARA,14105.0,03N,4.0,7627.0,7329.0,BILLINGS,3B-18H L368,1.0,10758948.43434427,1.0,0.0
5123369840000,196374.0,519895.0,109725.0,H,WATTENBERG,55389.0,2015-03-01,6366.0,6677.98,13959.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,NIOBRARA,14025.0,03N,1.0,7593.0,7126.0,BILLINGS,3C-18H L368,1.0,6857647.264181783,1.0,0.0
5123369860000,172949.0,365758.0,111989.0,H,WATTENBERG,67208.0,2013-11-01,,4617.66,,PDC ENERGY,64W,NIOBRARA,11235.0,02N,1.0,,6724.0,WASTE MANAGEMENT,2Y-201,0.0,3865832.2557189716,1.0,1.0
5123369950000,83229.0,140764.0,59768.0,H,DJ HORIZONTAL NIOBRARA,30518.0,2013-08-01,4021.0,4475.57,10637.0,VERDAD RESOURCES LLC,60W,NIOBRARA,10637.0,08N,1.0,6616.0,6260.0,SCHNEIDER,1-14-8-60,0.0,2541451.8417683016,0.0,1.0
5123369960000,80918.0,108713.0,62799.0,H,DJ HORIZONTAL NIOBRARA,3663.0,2013-05-01,,3792.02,,VERDAD RESOURCES LLC,60W,NIOBRARA,9864.0,09N,1.0,,6157.0,SHULL,1-25-9-60,0.0,2351102.2070944887,1.0,1.0
5123370000000,217308.0,879904.0,70657.0,H,WATTENBERG,39605.0,2015-02-01,4552.0,4965.99,12093.0,ANADARKO,66W,NIOBRARA,12093.0,03N,1.0,7541.0,7080.0,MORNING FRESH STATE,13N-15HZ,0.0,3517974.982461761,1.0,0.0
5123370010000,209521.0,919004.0,56354.0,H,WATTENBERG,38571.0,2015-02-01,4578.0,5022.19,12255.0,ANADARKO,66W,NIOBRARA,12255.0,03N,1.0,7677.0,7191.0,MORNING FRESH,35N-15HZ,0.0,3495889.638459856,1.0,1.0
5123370020000,93631.0,117922.0,73977.0,H,DJ HORIZONTAL NIOBRARA,35141.0,2013-08-01,3770.0,4415.66,10196.0,NOBLE ENERGY,58W,NIOBRARA,10293.0,09N,2.0,6426.0,5956.0,TIMBRO FEDERAL LD,"=""07-78HN""",0.0,2460243.087824246,1.0,1.0
5123370060000,162911.0,464964.0,85417.0,H,WATTENBERG,64348.0,2016-08-01,7356.0,6940.18,14908.0,ANADARKO,68W,NIOBRARA,14968.0,03N,2.0,7552.0,7115.0,MCKINSTRY,21N-A21HZ,0.0,5515175.114433945,1.0,0.0
5123370070000,163386.0,506214.0,79016.0,H,WATTENBERG,58185.0,2016-08-01,7126.0,6909.8,14944.0,ANADARKO,68W,CODELL-FORT HAYS,15007.0,03N,2.0,7818.0,7262.0,MCKINSTRY,2C-21HZ,0.0,3244903.142406876,1.0,0.0
5123370090000,202767.0,585788.0,105135.0,H,WATTENBERG,79374.0,2016-08-01,6992.0,6945.58,14642.0,ANADARKO,68W,NIOBRARA,14704.0,03N,1.0,7650.0,7041.0,MCKINSTRY,28N-21HZ,0.0,5268228.125535579,1.0,0.0
5123370100000,229672.0,960120.0,69652.0,H,WATTENBERG,53870.0,2015-01-01,4507.0,4989.44,12110.0,ANADARKO,66W,NIOBRARA,12110.0,03N,1.0,7603.0,7190.0,MORNING FRESH,15N-15HZ,0.0,3118918.8433095487,1.0,0.0
5123370110000,204402.0,922913.0,50583.0,H,WATTENBERG,37110.0,2015-01-01,4473.0,5214.28,12370.0,ANADARKO,66W,NIOBRARA,12370.0,03N,1.0,7897.0,7205.0,MORNING FRESH,16N-15HZ,0.0,3098658.219410346,1.0,0.0
5123370120000,149850.0,667384.0,38619.0,H,WATTENBERG,26828.0,2015-01-01,4420.0,4982.37,12112.0,ANADARKO,66W,CODELL-FORT HAYS-NIOBRARA,12175.0,03N,1.0,7692.0,7332.0,MORNING FRESH,37C-15HZ,0.0,1630552.8233809401,1.0,0.0
5123370140000,148736.0,658113.0,39050.0,H,WATTENBERG,33016.0,2015-01-01,4475.0,5012.6,12115.0,ANADARKO,66W,NIOBRARA,12115.0,03N,1.0,7640.0,7183.0,MORNING FRESH,37N-15HZ,0.0,3074426.052666307,1.0,0.0
5123370250000,340749.0,1144327.0,150028.0,H,WATTENBERG,71515.0,2014-01-01,4424.0,5103.76,12089.0,ANADARKO,66W,NIOBRARA,12089.0,02N,1.0,7665.0,7133.67,KUNZMAN FEDERAL,13N-8HZ,0.0,3385047.8662294173,1.0,1.0
5123370270000,289365.0,1153641.0,97092.0,H,WATTENBERG,68012.0,2014-01-01,4124.0,4753.99,11696.0,ANADARKO,66W,NIOBRARA,11696.0,02N,1.0,7572.0,7202.89,KUNZMAN,29N-5HZ,0.0,3074998.9581658905,1.0,1.0
5123370280000,315343.0,1188046.0,117335.0,H,WATTENBERG,69937.0,2014-01-01,4197.0,4867.68,11913.0,ANADARKO,66W,NIOBRARA,11913.0,02N,1.0,7716.0,7187.47,KUNZMAN,4N-5HZ,0.0,3215314.797933851,1.0,1.0
5123370300000,310098.0,1151542.0,118174.0,H,WATTENBERG,73617.0,2014-01-01,4561.0,5031.06,12110.0,ANADARKO,66W,NIOBRARA,12110.0,02N,1.0,7549.0,7146.01,KUNZMAN FEDERAL,35N-8HZ,0.0,3110813.119345864,1.0,1.0
5123370330000,394543.0,1231898.0,189227.0,H,WATTENBERG,72944.0,2014-01-01,3991.0,5282.5,11764.0,ANADARKO,66W,CODELL,12371.0,02N,2.0,7773.0,7348.44,KUNZMAN FEDERAL,13C-8HZ,0.0,2291914.824268296,1.0,1.0
5123370340000,310690.0,1156984.0,117859.0,H,WATTENBERG,64335.0,2014-01-01,4127.0,4731.3,11852.0,ANADARKO,66W,CODELL,11852.0,02N,1.0,7725.0,7350.0,KUNZMAN,3C-5HZ,0.0,3075723.929303758,1.0,1.0
5123370370000,232075.0,580974.0,135246.0,H,WATTENBERG,96117.0,2014-12-01,,4067.76,,EXTRACTION O&G,66W,NIOBRARA,11783.0,06N,1.0,,6848.0,HINER,36NB-23W,0.0,4688340.760801206,1.0,1.0
5123370380000,171579.0,620726.0,68125.0,H,WATTENBERG,67093.0,2014-12-01,4216.0,3947.84,11950.0,EXTRACTION O&G,66W,CODELL,11950.0,06N,1.0,7734.0,7142.0,HINER,36C-22W,0.0,3316335.4203095273,1.0,1.0
5123370390000,210168.0,556850.0,117360.0,H,WATTENBERG,86704.0,2014-12-01,4134.0,3901.59,11735.0,EXTRACTION O&G,66W,NIOBRARA,11737.0,06N,1.0,7601.0,6946.0,HINER,36NB-21W,0.0,4606890.342816624,1.0,1.0
5123370400000,166112.0,660305.0,56061.0,H,WATTENBERG,66206.0,2014-12-01,4184.0,3858.91,11848.0,EXTRACTION O&G,66W,CODELL,11848.0,06N,1.0,7664.0,7121.0,HINER,36C-20W,0.0,2908125.4449813925,1.0,1.0
5123370430000,186384.0,679948.0,73059.0,H,WATTENBERG,48501.0,2014-12-01,4144.0,3968.56,11977.0,EXTRACTION O&G,66W,CODELL,12045.0,06N,2.0,7833.0,7107.0,HINER,36C-17W,0.0,4792480.267714656,1.0,1.0
5123370440000,203029.0,748624.0,78258.0,H,WATTENBERG,40162.0,2014-12-01,3479.0,4128.13,11565.0,EXTRACTION O&G,66W,CODELL,11763.0,06N,1.0,8086.0,7099.0,HINER,36C-24W,0.0,4609890.289227839,1.0,1.0
5123370450000,221988.0,631609.0,116720.0,H,WATTENBERG,47059.0,2013-11-01,4338.0,4629.61,11487.0,CRESTONE PEAK RESOURCES OPERATING LLC,68W,CODELL,11555.0,03N,1.0,7149.0,7195.0,QUALLS,3G-28H,0.0,5588206.139997541,1.0,1.0
